"gene","symbol","ElasticNet_n_folds_selected","LASSO_n_folds_selected","RandomForest_n_folds_selected","XGBoost_combined_n_folds_selected","ElasticNet_mean_importance","LASSO_mean_importance","RandomForest_mean_importance","XGBoost_combined_mean_importance","ElasticNet_mean_fold_rank","LASSO_mean_fold_rank","RandomForest_mean_fold_rank","XGBoost_combined_mean_fold_rank","n_models_selected_all_folds","n_models_selected_5plus_folds","n_models_selected_any_fold","models_selected_all_folds","mean_rank_across_models"
"ENSG00000182871","COL18A1",6,6,6,6,0.0929953020431841,0.102089214044994,13.3908367524854,-130.583333333333,132.833333333333,119.5,104,115.666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",118
"ENSG00000159251","ACTC1",5,5,4,5,0.162597703110895,0.172184032136952,10.695635970106,-158.7,49.6,53.8,231,140.4,0,3,4,"",118.7
"ENSG00000068001","HYAL2",6,6,6,6,0.137000443510857,0.12366616637948,12.409857273088,-201,66.6666666666667,92.3333333333333,135.166666666667,181.666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",118.958333333333
"ENSG00000110077","MS4A6A",1,1,6,6,0.181024838035256,0.215935384805687,11.057725744091,-214.666666666667,39,37,207.166666666667,194,2,2,4,"RandomForest, XGBoost_combined",119.291666666667
"ENSG00000133639","BTG1",6,6,6,6,0.0899224407599215,0.0936853558703857,11.9964560784502,-60.8333333333333,136.333333333333,136.166666666667,157,51,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",120.125
"ENSG00000250722","SELENOP",6,6,6,6,0.0903483393231598,0.0953309559662923,13.508208068543,-139.25,137.333333333333,132.666666666667,98,120.666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",122.166666666667
"ENSG00000184113","CLDN5",6,6,6,6,0.108361381860009,0.0917462039717717,15.4143065939958,-214.5,103.166666666667,142.166666666667,50.3333333333333,196.833333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",123.125
"ENSG00000094963","FMO2",6,6,0,6,0.125608949170779,0.130524322570905,NA,-220,81.5,85.5,NA,203.333333333333,3,3,3,"LASSO, ElasticNet, XGBoost_combined",123.444444444444
"ENSG00000182326","C1S",0,0,6,6,NA,NA,12.0535206543659,-109.416666666667,NA,NA,151.166666666667,97.3333333333333,2,2,2,"RandomForest, XGBoost_combined",124.25
"ENSG00000109472","CPE",6,6,2,6,0.202926766957396,0.257291931608412,8.89304780329175,-85.9166666666667,28.5,22,374,73.1666666666667,3,3,4,"LASSO, ElasticNet, XGBoost_combined",124.416666666667
"ENSG00000163563","MNDA",5,5,4,5,0.2723494425782,0.313711056719999,9.00108514884943,-124.8,9.6,10.2,368.5,110,0,3,4,"",124.575
"ENSG00000136167","LCP1",6,6,6,6,0.149388647062961,0.168068290064347,10.2220237947868,-134,59.5,58.5,267.166666666667,116.833333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",125.5
"ENSG00000081237","PTPRC",5,5,6,6,0.121780808603186,0.172776898790493,10.1794923822522,-97,92,60.8,271.5,82,2,4,4,"RandomForest, XGBoost_combined",126.575
"ENSG00000122862","SRGN",6,6,6,6,0.0959761655829728,0.097281813046385,12.6972644127839,-147.416666666667,125.5,129.5,122.166666666667,129.666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",126.708333333333
"ENSG00000010278","CD9",0,0,6,6,NA,NA,13.2058152264023,-166.416666666667,NA,NA,104.666666666667,149.833333333333,2,2,2,"RandomForest, XGBoost_combined",127.25
"ENSG00000135744","AGT",6,6,6,6,0.103418445400775,0.103772530004304,11.1057978885239,-95.0833333333333,111.333333333333,118.5,198.333333333333,82,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",127.541666666667
"ENSG00000132965","ALOX5AP",6,6,6,6,0.106554073596526,0.119699004068002,12.128252526668,-124.916666666667,124.666666666667,124.666666666667,155.833333333333,108,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",128.291666666667
"ENSG00000185885","IFITM1",6,6,6,6,0.126743955313574,0.132331297847418,11.8156640601655,-218.083333333333,76.3333333333333,80.5,165.666666666667,196.5,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",129.75
"ENSG00000167641","PPP1R14A",6,6,6,6,0.0730320740139984,0.0689654108584794,15.3609595818279,-37.5,208.666666666667,235,51.6666666666667,29,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",131.083333333333
"ENSG00000047457","CP",6,6,0,6,0.105502649054828,0.106466779753824,NA,-178.416666666667,111.833333333333,122,NA,161.166666666667,3,3,3,"LASSO, ElasticNet, XGBoost_combined",131.666666666667
"ENSG00000250479","CHCHD10",6,6,6,6,0.114739227338589,0.118433578830224,12.1514306714053,-208.916666666667,90.5,93,156.666666666667,190.166666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",132.583333333333
"ENSG00000134853","PDGFRA",6,6,6,6,0.0769780264894702,0.0829960125577243,14.0564393394235,-141.75,170.666666666667,154.333333333333,79.6666666666667,127.166666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",132.958333333333
"ENSG00000163710","PCOLCE2",6,6,6,6,0.0779892767385443,0.0981080169350223,13.9051551960728,-155.083333333333,172.666666666667,136.666666666667,85.8333333333333,140.333333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",133.875
"ENSG00000118849","RARRES1",6,6,6,6,0.127613102388588,0.128765859472054,13.2763762154426,-302.416666666667,75.1666666666667,83.6666666666667,103.166666666667,278.666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",135.166666666667
"ENSG00000116016","EPAS1",6,6,6,6,0.0981815107051151,0.109762295114522,11.5059207919131,-144.416666666667,122.5,117.166666666667,181.833333333333,124.5,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",136.5
"ENSG00000123358","NR4A1",6,6,6,6,0.0897601342628867,0.0911385728195648,12.9115953020642,-161.083333333333,139.5,140,125.666666666667,143.333333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",137.125
"ENSG00000074416","MGLL",6,6,6,6,0.123047976229938,0.125251134780074,11.7155047370389,-207.833333333333,86.5,94.1666666666667,183,186.833333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",137.625
"ENSG00000163520","FBLN2",6,6,6,6,0.119192328087616,0.130095410955127,11.7893642157906,-229.916666666667,88.5,87,168,211,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",138.625
"ENSG00000143226","FCGR2A",6,5,6,6,0.0845673557126817,0.0917458073525169,13.0919703066211,-130.75,162.666666666667,167.2,114.166666666667,114.5,3,4,4,"RandomForest, ElasticNet, XGBoost_combined",139.633333333333
"ENSG00000129226","CD68",6,6,6,6,0.15738978329838,0.21953386459585,10.083332548514,-224.583333333333,49.5,33,273,206.333333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",140.458333333333
"ENSG00000127528","KLF2",6,6,6,6,0.0919599276065817,0.0903578116733326,13.9240180025262,-200.416666666667,138.5,145,103.5,179.666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",141.666666666667
"ENSG00000051523","CYBA",6,6,6,6,0.120401422963094,0.150366101138256,9.6848040742808,-100.666666666667,97.8333333333333,77.8333333333333,307.333333333333,88.5,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",142.875
"ENSG00000197747","S100A10",6,6,6,6,0.0812469064457328,0.081079459223594,12.939220714085,-104.666666666667,175.5,185.666666666667,121.333333333333,90.3333333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",143.208333333333
"ENSG00000115956","PLEK",3,3,2,3,0.185350642942985,0.205841043608773,9.3261871019851,-196.166666666667,37,38.6666666666667,320,178,0,0,4,"",143.416666666667
"ENSG00000011600","TYROBP",4,0,6,6,0.0468720293386551,NA,13.287863629433,-1,334,NA,101.833333333333,1,2,2,3,"RandomForest, XGBoost_combined",145.611111111111
"ENSG00000170458","CD14",6,6,6,6,0.0931613532196395,0.0879585455128446,10.8603493612988,-75.5,136.333333333333,161.333333333333,221.666666666667,65.6666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",146.25
"ENSG00000130176","CNN1",6,6,6,6,0.0986347118304837,0.113944642313337,10.8900322820871,-171.416666666667,120.333333333333,108.5,211.5,152.833333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",148.291666666667
"ENSG00000187193","MT1X",6,6,6,6,0.122658703154213,0.132572495876367,9.27754474675164,-94.0833333333333,83.6666666666667,83,348.333333333333,80.1666666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",148.791666666667
"ENSG00000123384","LRP1",6,6,6,6,0.0696566982249674,0.0651094666929837,13.1080797591435,-103.583333333333,193.166666666667,203.666666666667,112.5,87.8333333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",149.291666666667
"ENSG00000148053","NTRK2",5,5,5,5,0.0774121605781451,0.0771602364158353,14.082381261395,-191.1,170.2,172.8,79.8,177.6,0,4,4,"",150.1
"ENSG00000106624","AEBP1",4,4,6,6,0.0767888446540733,0.0820657841827527,12.0994901332786,-139.666666666667,170.75,160,149,121.333333333333,2,2,4,"RandomForest, XGBoost_combined",150.270833333333
"ENSG00000151491","EPS8",6,6,6,6,0.08761076006938,0.0918862246612266,11.6904052534267,-154.833333333333,147.166666666667,142,174.833333333333,138.5,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",150.625
"ENSG00000240583","AQP1",6,6,6,6,0.0714636142884145,0.0737206999212521,13.5018017544247,-167.583333333333,184.166666666667,176.166666666667,92.5,150.166666666667,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",150.75
"ENSG00000174059","CD34",6,6,6,6,0.0798670745201882,0.0840772936710563,12.6841587675054,-168.666666666667,168.833333333333,160.333333333333,125.5,150.833333333333,4,4,4,"RandomForest, LASSO, ElasticNet, XGBoost_combined",151.375
